City,Continent,Class,Skewness,Dip_Statistic,Mean_Height
Sapporo,ASIA,Hourglass,0.954618528,0,3.792413313
Saraburi,ASIA,Pyramid,1.367000792,0.994416816,1.456664348
Sarajevo,EUROPE,Pyramid,1.245151239,0.994387049,1.359335191
Saransk,EUROPE,Pyramid,1.428312501,0.975635223,1.49296295
Sarapul,EUROPE,Pyramid,1.245859283,0.222425832,1.256188469
Sarasota,NORTH AMERICA,Hourglass,1.219244315,0,1.540521633
Saratoga Springs,NORTH AMERICA,Pyramid,3.605784432,0.85506847,0.569017078
Saratov,EUROPE,Pyramid,1.241798312,0.003530696,1.9763671
Sargodha,ASIA,Hourglass,5.945822273,0,0.145617691
Sarh,AFRICA,Hourglass,0.158928912,0,1.491414294
Sari,ASIA,Hourglass,0.838005566,0,1.723191629
Sarmiento,SOUTH AMERICA,Pyramid,0.872779262,0.996684571,0.799686525
Sarnia,NORTH AMERICA,Pyramid,2.287318553,0.899489673,1.083915953
Sarqan,ASIA,Pyramid,0.962910749,0.046003601,0.796185087
Saryshaghan,ASIA,Pyramid,0.59480159,0.696854599,0.445180451
Saseba,ASIA,Pyramid,0.805059038,0.078317365,2.783732069
Saskatoon,NORTH AMERICA,Hourglass,1.519760478,0,1.5448076
Sasovo,EUROPE,Pyramid,0.499129569,0.027019422,0.971597457
Sassandra,AFRICA,Pyramid,1.660910524,0.991627998,0.955465714
Sassari,EUROPE,Pyramid,1.531522733,0.997560418,1.558243026
Satadougou,AFRICA,Unknown,0,1,0
Saudarkrokur,NORTH AMERICA,Pyramid,0.754953311,0.104028418,0.256952328
Sault Ste. Marie,NORTH AMERICA,Pyramid,3.194195178,0.799602125,1.139349332
Saurimo,AFRICA,Hourglass,-0.87809842,0,2.038363224
Savannah,NORTH AMERICA,Hourglass,2.049122047,0,1.674792444
Savannakhet,ASIA,Pyramid,1.10846069,0.999400619,0.948247243
Saveh,ASIA,Hourglass,-0.003680448,0,2.545040886
Savetskaya Gavan,ASIA,Pyramid,1.201603766,0.987323072,0.986874989
Savonlinna,EUROPE,Pyramid,8.576316479,0.985164526,0.254615964
Sawahlunto,ASIA,Pyramid,7.566072698,1,0.09717676
Sayanogorsk,ASIA,Pyramid,1.283537055,0.116053824,1.433161036
Saywun,ASIA,Pyramid,1.018349678,0.995842212,1.265297565
Scarborough,EUROPE,Pyramid,2.497379055,0.99216185,0.821524087
Schefferville,NORTH AMERICA,Diamond,0.325275132,0.152501916,0.31520925
Schenectady,NORTH AMERICA,Pyramid,2.409171206,0.818973467,0.817865285
Scottsbluff,NORTH AMERICA,Pyramid,1.777238424,0.99337666,1.305841461
Scottsdale1,AUSTRALIA,Pyramid,1.211741078,0.676944518,1.104886533
Scottsdale2,NORTH AMERICA,Hourglass,0.190804013,0,1.520180771
Scranton,NORTH AMERICA,Pyramid,1.421293341,0.704916922,1.172162343
Seattle,NORTH AMERICA,Hourglass,2.489935013,0,1.601107524
Sechura,SOUTH AMERICA,Hourglass,0.591125691,3.00E-05,1.336147793
Sefra,AFRICA,Hourglass,0.694696374,0,1.016515286
Segezha,EUROPE,Pyramid,1.381090623,1,0.598886425
Segou,AFRICA,Hourglass,-0.331938021,0,2.149867137
Seguela,AFRICA,Hourglass,0.157870253,0,1.86160652
Sekondi,AFRICA,Hourglass,0.435313436,0,2.239912727
Selawik,NORTH AMERICA,Pyramid,3.420305014,1,0.004976184
Selfoss,NORTH AMERICA,Pyramid,1.300178668,0.854578515,0.473788847
Selibaby,AFRICA,Pyramid,1.63623781,0.991137014,0.687589537
Selkirk,NORTH AMERICA,Hourglass,2.093590846,0,0.751393055
Selma,NORTH AMERICA,Pyramid,2.174934328,1,1.032298043
Semarang,ASIA,Hourglass,4.098411899,0,0.308767384
Sembe,AFRICA,Pyramid,2.291479059,1,0.090459156
Semey,ASIA,Hourglass,1.340041348,0,2.234914713
Semnan,ASIA,Hourglass,0.815019636,0,1.837599019
Sena Madureira,SOUTH AMERICA,Pyramid,1.834884061,0.977606849,0.629346448
Sendai,ASIA,Hourglass,1.090236278,0,3.397020232
Senhor do Bonfim,SOUTH AMERICA,Hourglass,-0.065899511,0,1.730263478
Sennar,AFRICA,Hourglass,-0.286159641,0,1.69480539
Sensuntepeque,NORTH AMERICA,Pyramid,2.355179912,0.996613295,0.647151948
Seoul,ASIA,Hourglass,1.509919013,0,3.250099181
Serang,ASIA,Hourglass,8.290983627,0,0.3329193
Serdobsk,EUROPE,Pyramid,3.462979572,1,0.83857373
Seremban,ASIA,Pyramid,1.340771152,0.970339773,1.51711922
Seres,EUROPE,Pyramid,1.269311603,0.864780243,1.277205234
Sergiyev Posad,EUROPE,Pyramid,2.037165371,0.990337149,0.916144816
Serov,ASIA,Pyramid,2.602291206,0.370688499,0.777073378
Serowe,AFRICA,Hourglass,0.086510524,0,1.427943658
Serpukhov,EUROPE,Pyramid,1.569053958,0.098491098,1.281449031
Serrinha,SOUTH AMERICA,Pyramid,2.654353994,0.913591289,0.354739161
Sesheke,AFRICA,Pyramid,0.759337995,0.957919151,0.916329863
Sete Lagoas,SOUTH AMERICA,Hourglass,0.505892595,0,1.676984996
Setif,AFRICA,Hourglass,1.298461523,0,1.856404268
Settat,AFRICA,Pyramid,1.551996486,0.998554294,0.782890864
Setubal,EUROPE,Pyramid,2.463277982,0.852316641,1.169371482
Sevastapol,EUROPE,Pyramid,0.984365683,0.004407891,1.813917944
Severnyy,EUROPE,Pyramid,4.910901761,1,0.170373678
Severodvinsk,EUROPE,Pyramid,3.839142235,0.003582744,0.66733026
Severomorsk,EUROPE,Pyramid,3.312215599,0.766311503,0.233725117
Severouralsk,ASIA,Pyramid,2.04456124,0.922148717,0.538876983
Seville,EUROPE,Pyramid,1.53162634,0.51256889,1.753575248
Seymour,AUSTRALIA,Diamond,0.362937626,0.7864281,1.214595331
Sfax,AFRICA,Hourglass,0.521625994,0,2.615199761
Shache,ASIA,Hourglass,0.951087537,0,1.276255034
Shadrinsk,ASIA,Hourglass,0.831572213,0,1.817742115
Shahjahanpur,ASIA,Hourglass,7.982292772,0,0.081218911
Shahrisabz,ASIA,Hourglass,1.088684102,3.20E-06,0.82000128
Shahrud,ASIA,Hourglass,-0.199472725,0,2.41047068
Shakhty,EUROPE,Hourglass,0.628765476,0,1.325614111
Shalqar,ASIA,Diamond,0.485644424,0.007954827,0.972115319
Shamattawa,NORTH AMERICA,Pyramid,3.864987587,0.993435548,0.036266383
Shamva,AFRICA,Pyramid,2.715038995,1,0.084256703
Shangdu,ASIA,Hourglass,0.409898665,0,1.482526107
Shanghai,ASIA,Hourglass,2.190283824,0,1.709235835
Shangqiu,ASIA,Hourglass,5.197800539,0,0.290936136
Shangrao,ASIA,Hourglass,3.541107309,0,0.713483251
Shangzhi,ASIA,Hourglass,1.0216896,0,1.935523933
Shannon,EUROPE,Pyramid,2.329503533,0.998879667,0.526906108
Shantou,ASIA,Hourglass,3.139501013,0,0.731787971
Shanxian,ASIA,Hourglass,5.014995936,0,0.252948795
Shaoguan,ASIA,Pyramid,2.549180868,0.062341439,1.705376057
Shaowu,ASIA,Pyramid,0.911820876,0.272306012,1.002955244
Shaoxing,ASIA,Hourglass,1.864440525,0,1.488873695
Shaoyang,ASIA,Pyramid,4.277171732,0.735638038,0.393265184
Shar,ASIA,Pyramid,0.543590127,0.005545275,1.087782064
Sharbaqty,ASIA,Pyramid,0.54154785,0.952075664,2.798609377
Sharjah,ASIA,Hourglass,1.273725906,0,3.363119098
Sharya,EUROPE,Pyramid,2.818068602,0.874681483,0.580447691
Shashemene,AFRICA,Hourglass,4.368721717,0,0.170921895
Shashi,ASIA,Hourglass,2.911598751,0,0.919402771
Shawinigan,NORTH AMERICA,Pyramid,2.211781792,0.971714393,0.687565332
Shawnee,NORTH AMERICA,Pyramid,1.644530757,0.845676391,1.117128743
Shchekino,EUROPE,Pyramid,2.210262187,0.992998211,0.702387796
Shebekino,EUROPE,Pyramid,1.705125622,0.993876916,0.902113711
Sheberghan,ASIA,Pyramid,1.982133928,0.964786664,0.485717553
Sheboygan,NORTH AMERICA,Pyramid,1.603531623,0.154237433,1.430248479
Sheffield,EUROPE,Hourglass,1.773401631,7.69E-05,1.100553484
Sheikhu Pura,ASIA,Hourglass,7.426895685,0,0.107973556
Shelburne,NORTH AMERICA,Pyramid,1.848076545,0.997834546,0.13426285
Shemonaikha,ASIA,Pyramid,0.558023125,0.821918522,1.050848732
Shendi,AFRICA,Hourglass,0.483148218,0,1.135137903
Shenyeng,ASIA,Pyramid,1.771129034,0.010089334,3.182248635
Shenzhen,ASIA,Hourglass,1.400604487,4.74E-05,3.207163509
Shepparton,AUSTRALIA,Hourglass,0.266610235,0,2.041180013
Sherbrooke,NORTH AMERICA,Pyramid,1.25300278,0.669120976,0.94386515
Sherlovaya Gora,ASIA,Pyramid,1.770511667,0.273315995,0.974498733
Sherman,NORTH AMERICA,Pyramid,2.124689065,0.993497434,0.854552355
Shieli,ASIA,Hourglass,0.121945404,0,1.490446478
Shihezi,ASIA,Pyramid,2.603138299,0.11049926,0.94139789
Shijianzhuang,ASIA,Hourglass,3.525339538,0,0.821971906
Shilka,ASIA,Pyramid,2.045587411,0.968981045,0.805739902
Shillong,ASIA,Pyramid,3.425255754,0.028798105,0.430474435
Shimanovsk,ASIA,Pyramid,2.468673399,0.984624437,0.779963599
Shimoga,ASIA,Pyramid,3.686951402,0.005812978,0.389250296
Shimonoseki,ASIA,Pyramid,1.193687474,0.004636534,2.37191306
Shinyanga,AFRICA,Pyramid,2.498249577,0.225438064,0.36083572
Shira,ASIA,Pyramid,1.390483969,0.947535531,1.376116804
Shiraz,ASIA,Hourglass,0.528968837,0,2.479977816
Shishmaref,NORTH AMERICA,Pyramid,3.855178811,0.929786069,0.009697253
Shishou,ASIA,Hourglass,4.20530066,0.000145498,0.456942772
Shiyan,ASIA,Pyramid,1.692989272,0.944078339,2.652163134
Shizuishan,ASIA,Pyramid,1.140543848,0.001849391,1.811199563
Shizuoka,ASIA,Hourglass,0.439255777,0,3.267958321
Shkoder,EUROPE,Hourglass,0.489151615,0,1.436127578
Sholapur,ASIA,Hourglass,1.108480157,0,1.171597768
Shonzhy,ASIA,Diamond,-0.405421693,0.995402858,2.017808048
Shostka,EUROPE,Pyramid,1.467397454,0.962770961,0.884334912
Shouzhou,ASIA,Pyramid,3.439086354,0.249333178,1.070820542
Shreveport,NORTH AMERICA,Pyramid,2.697445508,0.011878351,1.217282639
Shu,ASIA,Pyramid,0.781761288,0.033333697,1.309226666
Shuangcheng,ASIA,Pyramid,1.587814861,0.575258542,1.399904946
Shulan,ASIA,Pyramid,2.386983336,0.949208472,1.124080714
Shumen,EUROPE,Pyramid,1.095294886,0.02082677,1.388458412
Shumerlya,EUROPE,Pyramid,2.183024858,0.972957561,0.827309938
Shuya,EUROPE,Pyramid,1.204334128,0.547218838,0.799749858
Shuyang,ASIA,Hourglass,4.594835132,0,0.339516739
Shwebo,ASIA,Pyramid,1.279162579,0.038460993,0.739960925
Shymkent,ASIA,Hourglass,0.507740106,0,2.660343392
Si Racha,ASIA,Pyramid,1.171581413,0.202738561,3.396371534
Sialkote,ASIA,Hourglass,5.934266788,0,0.152124946
Siauliai,EUROPE,Pyramid,1.750815927,0.993453785,1.604560179
Sibay,EUROPE,Pyramid,0.912563189,0.198770927,1.471637056
Sibiti,AFRICA,Pyramid,1.402775171,0.052617759,0.695081173
Sibiu,EUROPE,Hourglass,1.232741074,1.33E-07,1.734587487
Sibolga,ASIA,Pyramid,5.030712837,0.418728599,0.193599898
Sibu,ASIA,Pyramid,1.276750313,0.991333789,1.211354284
Sibut,AFRICA,Pyramid,1.399662452,0.994413117,0.723025761
Sica Sica,SOUTH AMERICA,Pyramid,1.999195244,0.944998943,0.455431027
Sicuani,SOUTH AMERICA,Pyramid,1.179015354,0.012021512,1.390619628
Sidi bel Abbes,AFRICA,Hourglass,0.712634248,0,1.739006575
Sidney,NORTH AMERICA,Pyramid,1.060831602,0.013312733,0.754270852
Siedlce,EUROPE,Pyramid,1.666458908,0.975895914,1.25272015
Siem Reap,ASIA,Hourglass,0.736829483,4.43E-06,1.648705893
Siena,EUROPE,Pyramid,2.206504544,0.999312354,0.801490278
Siguiri,AFRICA,Hourglass,-0.229698493,0,2.552576523
Sikar,ASIA,Hourglass,4.106311106,0,0.288054773
Sikasso,AFRICA,Hourglass,-0.111921613,0,1.6760987
Sikonge,AFRICA,Pyramid,2.135928257,0.969882605,0.27837625
Silchar,ASIA,Hourglass,8.228581395,0,0.087712796
Siliguri,ASIA,Hourglass,7.932281078,0,0.100807171
Simao,ASIA,Pyramid,0.908542112,0.067535897,2.261426606
Simferopol,EUROPE,Hourglass,0.671072061,0,2.050637466
Sincelejo,SOUTH AMERICA,Hourglass,0.726248291,0,1.305099249
Singapore,ASIA,Hourglass,1.499966777,0,3.441462179
Singaraja,AUSTRALIA,Pyramid,2.551503899,0.295790971,0.422825486
Singida,AFRICA,Diamond,0.440040216,0.002897917,1.276406631
Singkawang,ASIA,Pyramid,0.636040317,0.397282265,1.369182781
Singleton,AUSTRALIA,Hourglass,0.149942003,0.000450462,1.397951695
Sinnamary,SOUTH AMERICA,Pyramid,1.346614058,0.99462962,0.765135869
Sinop,SOUTH AMERICA,Hourglass,0.310872897,0,1.781046591
Sinuiju,ASIA,Pyramid,2.646555793,0.994532917,0.585350981
Sioux City,NORTH AMERICA,Pyramid,1.466971528,0.99800056,1.241713011
Sioux Falls,NORTH AMERICA,Hourglass,2.17264547,0,1.369668093
Siping,ASIA,Pyramid,2.138828148,0.085241038,1.386657758
Siracusa,EUROPE,Pyramid,2.020452632,0.993599043,1.171909991
Sirsa,ASIA,Hourglass,5.210780754,0,0.193250383
Sisaket,ASIA,Pyramid,1.438673957,1,1.128762928
Sisophon,ASIA,Pyramid,0.679740571,0.575808328,1.480518453
Sitapur,ASIA,Hourglass,8.163047268,0,0.074207741
Sitia,EUROPE,Pyramid,1.968748164,0.981873339,0.931550981
Sitka,NORTH AMERICA,Pyramid,2.188227303,0.992438156,0.086635133
Sittwe,ASIA,Pyramid,1.637572492,1,0.652833841
Sivas,ASIA,Pyramid,0.70621779,0.082921247,1.948342231
Siwa,AFRICA,Pyramid,2.107897741,0.992630318,0.540056987
Sixaola,SOUTH AMERICA,Pyramid,5.136502584,1,0.00112441
Skagway,NORTH AMERICA,Pyramid,2.733678128,0.811844413,0.043938719
Skelleftea,EUROPE,Pyramid,3.386448257,0.5209256,0.353689793
Skien,EUROPE,Pyramid,5.471834012,0.446553797,0.562061581
Skikda,AFRICA,Pyramid,2.514440557,0.59309756,1.280925362
Skopje,EUROPE,Hourglass,1.666981095,0,1.421474475
Skovorodino,ASIA,Pyramid,3.407496916,0.996463474,0.484254387
Slantsy,EUROPE,Pyramid,2.16394495,0.989215027,0.301933946
Slavgorod,ASIA,Hourglass,0.05697819,0,2.213989836
Slavonski Brod,EUROPE,Pyramid,3.920963544,0.905690159,0.650759467
Slidell,NORTH AMERICA,Pyramid,1.477339862,0.997426131,0.816915947
Sligo,EUROPE,Pyramid,1.884267622,0.980954675,0.772541325
Sliven,EUROPE,Pyramid,0.709319263,0.520342893,1.804144914
Slobodskoy,EUROPE,Pyramid,1.562335629,0.995613492,0.971974897
Slupsk,EUROPE,Pyramid,1.478236661,0.994682763,0.980220551
Slyudyanka,ASIA,Pyramid,2.491220825,1,0.502717666
Smara,AFRICA,Pyramid,1.137003751,0.992993249,1.029170145
Smithers,NORTH AMERICA,Pyramid,0.887454015,0.396223609,0.807279499
Smithton,AUSTRALIA,Pyramid,1.412192267,0.992199835,1.016229723
Smolensk,EUROPE,Pyramid,1.585067825,0.688231142,1.376914115
Sobral,SOUTH AMERICA,Hourglass,2.635414301,0,1.686724017
Soc Trang,ASIA,Hourglass,6.154871514,0,0.208016883
Sochi,ASIA,Pyramid,1.065036452,0.846952913,2.632953153
Socorro1,NORTH AMERICA,Pyramid,1.034785045,0.985427645,0.779896943
Socorro2,SOUTH AMERICA,Pyramid,1.72681218,0.997794318,0.796343744
Sodankyla,EUROPE,Pyramid,4.986642068,0.642101657,0.095134092
Sodo,AFRICA,Hourglass,10.41853401,0,0.058827838
Sofia,EUROPE,Pyramid,1.075523962,0.017258004,1.478217189
Sogamoso,SOUTH AMERICA,Hourglass,1.193727845,0,1.340984628
Sohag,AFRICA,Hourglass,3.126020413,0,0.582880788
Sohano,AUSTRALIA,Pyramid,2.897032787,0.999920268,0.421894088
Sokcho,ASIA,Pyramid,1.909952337,0.990299839,1.886712681
Soke,ASIA,Pyramid,3.33598675,0.387309407,0.466580515
Sokode,AFRICA,Hourglass,0.029349098,0,1.827015124
Sokol,EUROPE,Pyramid,2.177118665,0.988918639,0.478637627
Sokolo,AFRICA,Pyramid,1.276483608,0.946966196,0.654938665
Sokoto,AFRICA,Hourglass,1.681982357,0,0.707355145
Sol-lletsk,ASIA,Hourglass,0.976818766,0,1.014057843
Soledad,SOUTH AMERICA,Hourglass,2.505724044,0,0.832255747
Solikamsk,EUROPE,Pyramid,3.23441257,0.480853103,0.805155323
Solnechnogorsk,EUROPE,Hourglass,1.673434186,0.000110413,1.503551598
Solwezi,AFRICA,Hourglass,-0.490343958,0,2.133550272
Son Tay,ASIA,Hourglass,3.652583616,0,0.324317997
Sonbong,ASIA,Pyramid,3.284070705,0.995713401,0.561975357
Songea,AFRICA,Diamond,0.39686998,0.017719825,1.588940466
Songkhla,ASIA,Pyramid,12.2693943,1,0.276543406
Songo,AFRICA,Pyramid,0.557068141,0.662626924,1.376611118
Sonipat,ASIA,Hourglass,4.738025813,0,0.267791224
Sonson,SOUTH AMERICA,Pyramid,1.969404106,0.945916946,0.985459974
Sonsonate,NORTH AMERICA,Pyramid,2.511351604,0.079264632,0.523424398
Sopur,ASIA,Hourglass,4.379277935,6.90E-05,0.194014644
Sorocaba,SOUTH AMERICA,Hourglass,0.689412707,0,1.700144006
Sorong,AUSTRALIA,Hourglass,0.478415838,4.52E-06,1.83488017
Soroti,AFRICA,Pyramid,1.445573669,0.903147906,0.258798562
Sosnogorsk,EUROPE,Pyramid,1.997058967,1,0.565954217
Sotik,AFRICA,Pyramid,8.088192156,0.992712726,0.11313125
Soubre,AFRICA,Hourglass,1.350336974,9.84E-06,0.790014261
Souk Ahras,AFRICA,Pyramid,1.151793372,0.002809507,1.502104557
Sousse,AFRICA,Hourglass,0.380433987,0,2.050790569
South Bend,NORTH AMERICA,Pyramid,2.513126031,0.941964222,1.035780332
Southampton,EUROPE,Pyramid,1.670805353,0.703724359,1.309243984
Southaven,NORTH AMERICA,Pyramid,1.992856433,0.993683232,0.841851152
Southend,EUROPE,Hourglass,2.2207906,0,1.041957835
Southern Cross,AUSTRALIA,Pyramid,0.94101785,0.333536033,0.255516861
Sovetsk1,EUROPE,Pyramid,2.178944053,1,1.004505993
Sovetsk2,EUROPE,Diamond,0.393116412,0.081849558,1.51651288
Soyo,AFRICA,Hourglass,0.431245597,0,1.784005285
Spanish Town,SOUTH AMERICA,Hourglass,0.870309188,0,1.086583433
Spartanburg,NORTH AMERICA,Pyramid,3.428682321,0.974916094,0.728046935
Sparti,EUROPE,Pyramid,1.494237411,0.893271293,0.86930315
Spassk Dalniy,ASIA,Pyramid,3.503232974,0.999847656,0.920193262
Spencer,NORTH AMERICA,Pyramid,1.498070989,0.952560353,0.962359132
Split,EUROPE,Pyramid,1.853372193,0.997006753,1.371929269
Spokane,NORTH AMERICA,Hourglass,1.121067733,0,1.857304425
Spring Hill,NORTH AMERICA,Pyramid,0.567257142,0.991848436,1.243303329
Springbok,AFRICA,Pyramid,0.831563042,0.872469093,1.140561811
Springfield1,NORTH AMERICA,Hourglass,2.184290393,0,1.369663922
Springfield2,NORTH AMERICA,Hourglass,2.186816324,0,1.425600334
Springfield3,NORTH AMERICA,Pyramid,1.62591164,0.95292312,0.770207589
Springfield4,NORTH AMERICA,Pyramid,1.736451151,0.094987242,0.914030117
Springfield5,NORTH AMERICA,Hourglass,1.978108135,0,1.742985725
Springs,AFRICA,Hourglass,1.2868669,0,1.266957777
Srinagar,ASIA,Hourglass,4.444450675,0,0.250408465
St. Anthony,NORTH AMERICA,Pyramid,3.898814708,0.999616211,0.035888807
St. Augustine,NORTH AMERICA,Pyramid,1.73071213,0.959235188,0.705290841
St. Charles1,NORTH AMERICA,Pyramid,1.67398872,0.167735886,1.331580274
St. Charles2,NORTH AMERICA,Pyramid,1.636553836,0.998698308,0.981416751
St. Cloud,NORTH AMERICA,Pyramid,2.45028321,0.982544909,1.024138247
St. George,NORTH AMERICA,Pyramid,0.764775592,0.200295192,1.271937299
St. John,NORTH AMERICA,Pyramid,5.121389495,0.648292442,0.52530811
St. JohnÛªs,NORTH AMERICA,Pyramid,2.388117099,0.743267184,0.807152583
St. Joseph,NORTH AMERICA,Pyramid,2.077385506,0.997660714,1.238432658
St. Louis,NORTH AMERICA,Pyramid,2.790724884,0.021167367,1.411386131
St. Paul,NORTH AMERICA,Pyramid,2.181904115,0.440249818,1.18853352
St. Petersburg1,NORTH AMERICA,Hourglass,1.295641,0,1.95014657
St. Petersburg2,EUROPE,Pyramid,1.360130287,0.004430588,2.295257069
St.-Benoit,AFRICA,Pyramid,1.031629347,0.822113163,1.343853006
St.-Brieuc,EUROPE,Pyramid,1.276970208,0.022636676,1.110179746
St.-Denis,AFRICA,Pyramid,0.831795901,0.912114594,2.146409328
St.-Jerome,NORTH AMERICA,Pyramid,1.882300786,0.970265583,0.895983484
Stamford,NORTH AMERICA,Pyramid,2.188063239,0.307697644,0.955679873
Standerton,AFRICA,Hourglass,0.392971598,3.36E-06,1.213937608
Stanley,SOUTH AMERICA,Pyramid,2.062177709,0.96792603,0.050300905
Stara Zagora,EUROPE,Hourglass,0.885170884,0.000877173,2.253739967
Staraya Russa,EUROPE,Pyramid,1.896837796,0.994464273,0.636998377
Starsy Oskol,EUROPE,Pyramid,2.385298687,0.99594742,1.214768923
State College,NORTH AMERICA,Pyramid,3.012378664,0.997565123,0.868854479
Stavanger,EUROPE,Pyramid,2.732289425,0.003782338,1.168478629
Stavropol,EUROPE,Hourglass,1.491514359,0,1.878024781
Stawell,AUSTRALIA,Pyramid,0.625094548,0.133030015,1.304971025
Steinbach,NORTH AMERICA,Hourglass,1.499922547,0.000198369,1.169428832
Steinkjer,EUROPE,Pyramid,4.037682053,1,0.211834584
Stepanakert,ASIA,Pyramid,1.516772784,0.94023438,1.063047496
Stephenville,NORTH AMERICA,Pyramid,1.841038731,0.994930164,0.154737651
Sterlitamak,EUROPE,Pyramid,2.020254608,0.751831202,1.462998352
Stettler,NORTH AMERICA,Pyramid,1.819248578,0.443958498,0.805013487
Stillwater,NORTH AMERICA,Pyramid,2.952248194,0.999161325,1.24374561
Stockholm,EUROPE,Hourglass,3.590631978,6.63E-06,0.830091926
Stoke,EUROPE,Pyramid,1.380287033,0.461253918,1.262007485
Stony Rapids,NORTH AMERICA,Pyramid,0.572550079,0.990226686,0.24610847
Stralsund,EUROPE,Pyramid,5.952058033,0.997354257,0.838632387
Strasbourg,EUROPE,Pyramid,2.004394754,0.648033184,1.726419675
Streaky Bay,AUSTRALIA,Pyramid,0.990269295,0.773152497,0.323065695
Strezhevoy,ASIA,Pyramid,2.634363183,1,0.975734959
Stuttgart,EUROPE,Hourglass,2.229653801,1.38E-05,1.108480483
Subotica,EUROPE,Pyramid,1.231198373,0.073227572,1.446994955
Suceava,EUROPE,Pyramid,1.794637036,0.993656477,1.203093924
Sucre,SOUTH AMERICA,Hourglass,0.529088072,0,2.331992504
Sudbury,NORTH AMERICA,Pyramid,3.203255114,0.432846849,0.869877271
Suhar,ASIA,Pyramid,2.536187221,0.96590095,0.46745055
Suihua,ASIA,Pyramid,1.747500438,0.784267359,1.609223096
Suileng,ASIA,Pyramid,1.944798479,0.638971236,0.934537301
Sukabumi,ASIA,Hourglass,5.783772457,0,0.147150624
Sukhothai,ASIA,Pyramid,1.899075282,1,0.429889573
Sukhumi,ASIA,Pyramid,1.289777492,0.990555623,1.236296272
Sukkur,ASIA,Hourglass,6.138900725,0,0.132528218
Sullana,SOUTH AMERICA,Hourglass,0.408629586,0,1.663413519
Sumbawanga,AFRICA,Pyramid,0.71452553,0.525995542,1.304027886
Sumbe,AFRICA,Pyramid,0.969498203,0.003570442,3.056493173
Sumenep,ASIA,Hourglass,5.227358724,0,0.181133488
Sumqayt,EUROPE,Hourglass,0.954283109,0,2.875873824
Sumter,NORTH AMERICA,Pyramid,2.027341603,0.998122544,0.850303588
Sumy,EUROPE,Hourglass,1.490001766,0,1.996649857
Sunbury,AUSTRALIA,Hourglass,0.285493979,0.00026234,1.674821961
Sunchales,SOUTH AMERICA,Hourglass,0.437366321,0,1.604123284
Sunchon,ASIA,Pyramid,4.409542369,0.015583489,0.342817279
Sunderland,EUROPE,Hourglass,2.202653343,0,1.191858128
Sundsvall,EUROPE,Pyramid,7.818647613,0.012298094,0.362804235
Sungai Petani,ASIA,Pyramid,2.189160682,0.149687412,0.674233496
Sungaipenuh,ASIA,Pyramid,1.045251309,0.248601439,1.293068663
Sunshine Coast,AUSTRALIA,Hourglass,0.907666958,0,1.676895076
Suntar,ASIA,Pyramid,0.667197575,0.950376885,0.338876174
Superior,NORTH AMERICA,Pyramid,1.147703102,0.995242637,1.239969956
Sur,ASIA,Pyramid,0.554987977,0.035175348,2.241451875
Surabaya,ASIA,Hourglass,4.425883058,0,0.329812137
Surakarta,ASIA,Hourglass,4.064698631,0,0.272588398
Surat,ASIA,Hourglass,4.04722955,0,0.473828639
Surat Thani,ASIA,Pyramid,1.363080348,0.999863065,1.198471149
Surgut,ASIA,Hourglass,2.315267319,0,1.407084471
Surigao,ASIA,Pyramid,2.364667832,0.693061967,0.525599726
Surin,ASIA,Pyramid,1.918237157,1,0.989561449
Surt,AFRICA,Pyramid,1.02857409,0.47547994,1.396617017
Suva,AUSTRALIA,Hourglass,0.665649995,0,3.8576974
Suwalki,EUROPE,Pyramid,1.570339841,0.994937632,1.270989891
Suwon,ASIA,Pyramid,1.827388576,0.003625739,2.490194836
Suzhou,ASIA,Hourglass,1.540369227,1.44E-06,2.063237105
Svendborg,EUROPE,Pyramid,2.598532852,0.948190244,0.922241377
Svetogorsk,EUROPE,Pyramid,15.58099022,0.023234438,0.278603994
Svobodnyy,ASIA,Pyramid,1.48273941,0.993116212,1.421415496
Swakopmund,AFRICA,Hourglass,0.627610467,0.00045523,1.459198211
Swan Hill,AUSTRALIA,Hourglass,0.325351654,0.000221563,1.473850416
Swansea,EUROPE,Pyramid,2.664640282,0.13875376,0.962921816
Swellendam,AFRICA,Pyramid,0.888770007,0.992869292,0.778297832
Swift Current,NORTH AMERICA,Pyramid,1.568508289,0.130244602,0.736234915
Sydney1,AUSTRALIA,Hourglass,2.197440773,0,2.178684169
Sydney2,NORTH AMERICA,Pyramid,3.258590694,0.93131966,0.284171056
Syktyvkar,EUROPE,Pyramid,2.31580297,0.294913601,0.736324738
Sylhet,ASIA,Hourglass,11.65575604,0,0.081624991
Syracuse,NORTH AMERICA,Pyramid,3.506922863,0.374857008,0.95420909
Syzran,EUROPE,Pyramid,2.285866276,0.753784588,0.932860691
Szczecin,EUROPE,Pyramid,3.0579658,0.930898585,1.130921974
Szeged,EUROPE,Pyramid,1.738835411,0.946615006,1.170875826
Szekesfehervar,EUROPE,Pyramid,1.465439766,0.962180953,1.524851656
Szolnok,EUROPE,Pyramid,2.054550239,0.994330356,1.034432411
Szombathely,EUROPE,Pyramid,3.195206238,0.770138422,0.886561496
Tabora,AFRICA,Hourglass,0.187602009,0,1.534275957
Tabriz,ASIA,Hourglass,0.467665879,0,2.573422857
Tabuk,ASIA,Hourglass,1.08119879,5.50E-07,1.725029699
